HG_224410	OG0224409: Ebro_g35013.t1
HG_224107	OG0224106: Ebro_g30767.t1
HG_28577	OG0028576: Ebro_g1029.t1 Ebro_g11972.t1 Ebro_g12627.t1 Ebro_g12961.t1 Ebro_g19999.t1 Ebro_g28000.t1 Ebro_g35395.t1 Ebro_g36550.t1 Ebro_g37158.t1 Ebro_g37679.t1 Ebro_g40416.t1
HG_113683	OG0113682: Ebro_g44323.t1 Ebro_g44323.t2
HG_113885	OG0113884: Ebro_g5313.t2 Ebro_g5313.t3
HG_113481	OG0113480: Ebro_g10246.t1 Ebro_g13140.t1
HG_9447	OG0009446: Ebro_g10156.t1 Ebro_g10157.t1 Ebro_g12291.t1 Ebro_g12659.t1 Ebro_g12659.t2 Ebro_g12749.t1 Ebro_g13121.t1 Ebro_g16081.t1 Ebro_g17342.t1 Ebro_g1739.t1 Ebro_g19201.t1 Ebro_g20463.t1 Ebro_g20611.t1 Ebro_g20961.t1 Ebro_g22944.t1 Ebro_g23221.t2 Ebro_g23527.t1 Ebro_g24168.t1 Ebro_g25017.t1 Ebro_g25017.t2 Ebro_g25017.t3 Ebro_g25017.t4 Ebro_g25244.t1 Ebro_g25245.t1 Ebro_g27086.t1 Ebro_g28828.t1 Ebro_g28843.t1 Ebro_g29387.t1 Ebro_g29387.t3 Ebro_g2987.t1 Ebro_g29895.t1 Ebro_g31614.t1 Ebro_g32041.t1 Ebro_g32043.t1 Ebro_g32706.t1 Ebro_g33875.t2 Ebro_g34202.t1 Ebro_g35701.t1 Ebro_g3629.t1 Ebro_g36989.t1 Ebro_g40215.t1 Ebro_g40215.t2 Ebro_g40939.t1 Ebro_g40939.t2 Ebro_g40939.t3 Ebro_g41033.t1 Ebro_g41034.t1 Ebro_g41094.t1 Ebro_g41194.t1 Ebro_g42703.t1 Ebro_g43729.t1 Ebro_g44108.t2 Ebro_g44109.t1 Ebro_g44944.t1 Ebro_g44945.t1 Ebro_g46589.t1 Ebro_g46636.t1 Ebro_g46660.t2 Ebro_g46664.t1 Ebro_g46664.t2 Ebro_g46753.t1 Ebro_g46753.t2 Ebro_g7062.t1 Ebro_g7213.t1 Ebro_g7636.t1 Ebro_g77.t1 Ebro_g801.t1 Ebro_g8173.t1 Ebro_g8356.t1 Ebro_g9336.t1
HG_113569	OG0113568: Ebro_g13811.t1 Ebro_g21260.t1
HG_8692	OG0008691: Ebro_g10429.t1 Ebro_g11230.t1 Ebro_g11431.t1 Ebro_g11561.t1 Ebro_g11726.t1 Ebro_g13900.t1 Ebro_g14107.t1 Ebro_g14718.t1 Ebro_g14720.t1 Ebro_g15182.t1 Ebro_g15834.t1 Ebro_g16185.t1 Ebro_g17068.t1 Ebro_g17320.t1 Ebro_g17700.t2 Ebro_g17716.t1 Ebro_g17717.t1 Ebro_g18367.t1 Ebro_g18696.t1 Ebro_g18960.t1 Ebro_g19370.t1 Ebro_g20863.t1 Ebro_g21602.t1 Ebro_g21633.t1 Ebro_g21989.t1 Ebro_g22225.t1 Ebro_g22481.t1 Ebro_g23120.t1 Ebro_g24394.t1 Ebro_g24476.t1 Ebro_g24926.t1 Ebro_g25444.t1 Ebro_g26241.t1 Ebro_g26487.t1 Ebro_g27037.t1 Ebro_g27524.t1 Ebro_g2781.t1 Ebro_g27819.t1 Ebro_g28833.t1 Ebro_g28897.t1 Ebro_g29163.t1 Ebro_g29422.t1 Ebro_g30534.t1 Ebro_g30878.t1 Ebro_g30881.t1 Ebro_g316.t1 Ebro_g317.t1 Ebro_g32079.t1 Ebro_g32836.t1 Ebro_g33984.t1 Ebro_g34574.t1 Ebro_g35106.t1 Ebro_g355.t1 Ebro_g3589.t1 Ebro_g364.t1 Ebro_g36856.t1 Ebro_g36898.t1 Ebro_g37089.t1 Ebro_g37393.t1 Ebro_g38184.t1 Ebro_g38326.t1 Ebro_g38463.t1 Ebro_g39379.t1 Ebro_g39430.t1 Ebro_g39604.t1 Ebro_g40839.t1 Ebro_g41571.t2 Ebro_g41596.t1 Ebro_g42092.t1 Ebro_g42308.t1 Ebro_g44667.t1 Ebro_g44732.t1 Ebro_g44846.t1 Ebro_g45193.t1 Ebro_g45392.t1 Ebro_g45657.t1 Ebro_g4699.t1 Ebro_g5096.t1 Ebro_g533.t1 Ebro_g5406.t1 Ebro_g639.t2 Ebro_g7025.t1 Ebro_g7026.t1 Ebro_g7319.t1 Ebro_g7554.t1 Ebro_g7661.t1 Ebro_g9016.t1 Ebro_g9252.t2
HG_227174	OG0227173: Ebro_g9050.t1
HG_225686	OG0225685: Ebro_g26981.t2
HG_225888	OG0225887: Ebro_g42782.t1
HG_225282	OG0225281: Ebro_g14894.t1
HG_225080	OG0225079: Ebro_g27643.t1
HG_225484	OG0225483: Ebro_g35954.t1
HG_226844	OG0226843: Ebro_g44219.t1
HG_16992	OG0016991: Ebro_g12468.t1 Ebro_g1280.t1 Ebro_g13606.t1 Ebro_g13806.t2 Ebro_g16062.t1 Ebro_g19183.t1 Ebro_g24516.t1 Ebro_g2512.t1 Ebro_g29264.t1 Ebro_g30233.t1 Ebro_g31051.t1 Ebro_g34471.t1 Ebro_g37554.t1 Ebro_g38402.t1 Ebro_g39824.t2 Ebro_g4057.t1 Ebro_g44570.t1 Ebro_g44673.t2 Ebro_g5024.t2 Ebro_g5556.t1 Ebro_g7597.t1 Ebro_g9639.t1
HG_225168	OG0225167: Ebro_g11262.t1
HG_226642	OG0226641: Ebro_g15656.t1
HG_226440	OG0226439: Ebro_g35825.t1
HG_226528	OG0226527: Ebro_g42538.t1
HG_226124	OG0226123: Ebro_g28959.t1
HG_226326	OG0226325: Ebro_g18472.t1
HG_224952	OG0224951: Ebro_g28139.t1
HG_55755	OG0055754: Ebro_g17337.t1 Ebro_g32402.t1 Ebro_g41639.t1 Ebro_g42796.t1 Ebro_g42827.t1
HG_224750	OG0224749: Ebro_g33413.t1
HG_224838	OG0224837: Ebro_g45365.t1
HG_224232	OG0224231: Ebro_g41975.t1
HG_224434	OG0224433: Ebro_g29050.t1
HG_224636	OG0224635: Ebro_g26836.t2
HG_224118	OG0224117: Ebro_g18557.t1
HG_10789	OG0010788: Ebro_g12625.t1 Ebro_g14578.t1 Ebro_g15412.t1 Ebro_g15455.t1 Ebro_g17329.t1 Ebro_g17377.t1 Ebro_g1757.t1 Ebro_g18300.t1 Ebro_g19588.t1 Ebro_g19777.t1 Ebro_g19803.t1 Ebro_g19982.t1 Ebro_g22163.t1 Ebro_g22684.t1 Ebro_g23771.t1 Ebro_g24181.t1 Ebro_g24530.t1 Ebro_g25340.t1 Ebro_g26688.t1 Ebro_g26983.t1 Ebro_g27095.t1 Ebro_g27559.t1 Ebro_g27597.t1 Ebro_g28274.t1 Ebro_g28386.t1 Ebro_g29596.t1 Ebro_g32556.t1 Ebro_g33961.t1 Ebro_g34292.t1 Ebro_g34789.t1 Ebro_g35252.t1 Ebro_g35325.t3 Ebro_g36405.t1 Ebro_g36841.t1 Ebro_g36841.t2 Ebro_g36861.t1 Ebro_g40196.t1 Ebro_g40236.t2 Ebro_g42105.t1 Ebro_g42297.t1 Ebro_g42487.t1 Ebro_g42656.t1 Ebro_g43175.t1 Ebro_g43370.t1 Ebro_g44760.t1 Ebro_g4487.t1 Ebro_g4718.t1 Ebro_g7000.t1 Ebro_g7922.t1 Ebro_g8380.t1 Ebro_g8502.t1
HG_113896	OG0113895: Ebro_g27290.t1 Ebro_g43587.t1
HG_113694	OG0113693: Ebro_g16320.t1 Ebro_g16321.t1
HG_113492	OG0113491: Ebro_g17174.t1 Ebro_g31145.t1
HG_11018	OG0011017: Ebro_g10280.t2 Ebro_g11226.t1 Ebro_g11651.t1 Ebro_g14014.t1 Ebro_g14629.t1 Ebro_g14735.t1 Ebro_g15352.t1 Ebro_g1622.t1 Ebro_g16863.t1 Ebro_g18687.t1 Ebro_g18876.t1 Ebro_g19617.t1 Ebro_g20858.t1 Ebro_g21530.t1 Ebro_g21607.t1 Ebro_g23728.t1 Ebro_g24314.t1 Ebro_g3000.t1 Ebro_g30523.t1 Ebro_g34004.t1 Ebro_g34054.t1 Ebro_g34376.t1 Ebro_g3461.t1 Ebro_g36853.t1 Ebro_g37464.t1 Ebro_g38097.t1 Ebro_g38670.t1 Ebro_g38946.t1 Ebro_g39893.t1 Ebro_g40679.t1 Ebro_g41139.t1 Ebro_g41207.t1 Ebro_g43156.t1 Ebro_g43193.t1 Ebro_g43205.t1 Ebro_g44536.t1 Ebro_g44772.t1 Ebro_g45211.t1 Ebro_g45593.t1 Ebro_g45608.t1 Ebro_g6444.t1 Ebro_g6611.t1 Ebro_g6657.t1 Ebro_g6674.t1 Ebro_g680.t1 Ebro_g7307.t1 Ebro_g7461.t1 Ebro_g8160.t1 Ebro_g8164.t1
HG_227185	OG0227184: Ebro_g15893.t1
HG_48063	OG0048062: Ebro_g10845.t1 Ebro_g10846.t1 Ebro_g12877.t1 Ebro_g24977.t1 Ebro_g35214.t1 Ebro_g38852.t1
HG_225697	OG0225696: Ebro_g30062.t1
HG_225899	OG0225898: Ebro_g2446.t1
HG_225293	OG0225292: Ebro_g26882.t1
HG_225495	OG0225494: Ebro_g25999.t1
HG_113802	OG0113801: Ebro_g38040.t1 Ebro_g626.t1
HG_225091	OG0225090: Ebro_g14617.t1
HG_225179	OG0225178: Ebro_g45163.t1
HG_226855	OG0226854: Ebro_g17817.t1
HG_226451	OG0226450: Ebro_g30407.t2
HG_226653	OG0226652: Ebro_g8124.t1
HG_37801	OG0037800: Ebro_g2884.t1 Ebro_g2885.t1 Ebro_g32846.t1 Ebro_g32851.t1 Ebro_g46412.t1 Ebro_g46413.t1 Ebro_g46414.t1 Ebro_g46415.t1
HG_226135	OG0226134: Ebro_g2615.t1
HG_226337	OG0226336: Ebro_g32607.t1
HG_226539	OG0226538: Ebro_g13621.t1
HG_224963	OG0224962: Ebro_g16869.t1
HG_224849	OG0224848: Ebro_g39082.t1
HG_83234	OG0083233: Ebro_g39985.t1 Ebro_g40135.t2 Ebro_g40135.t3
HG_224761	OG0224760: Ebro_g28667.t1
HG_224647	OG0224646: Ebro_g33751.t1
HG_224243	OG0224242: Ebro_g3419.t1
HG_224445	OG0224444: Ebro_g13334.t1
HG_83065	OG0083064: Ebro_g24219.t1 Ebro_g32762.t1 Ebro_g7952.t2
HG_224129	OG0224128: Ebro_g32773.t1
HG_225805	OG0225804: Ebro_g6487.t1
HG_225401	OG0225400: Ebro_g23551.t1
HG_225603	OG0225602: Ebro_g36134.t1
HG_66988	OG0066987: Ebro_g19324.t1 Ebro_g19324.t2 Ebro_g19324.t3 Ebro_g28996.t1
HG_28559	OG0028558: Ebro_g17766.t1 Ebro_g17767.t1 Ebro_g17767.t2 Ebro_g17768.t1 Ebro_g17770.t2 Ebro_g22117.t1 Ebro_g22118.t1 Ebro_g22118.t2 Ebro_g22119.t2 Ebro_g22120.t1 Ebro_g22139.t1
HG_66883	OG0066882: Ebro_g26214.t1 Ebro_g26214.t2 Ebro_g26227.t1 Ebro_g5012.t1
HG_34036	OG0034035: Ebro_g11109.t1 Ebro_g13148.t1 Ebro_g16676.t1 Ebro_g18880.t1 Ebro_g18881.t1 Ebro_g22146.t1 Ebro_g23697.t1 Ebro_g5899.t1 Ebro_g8312.t1
HG_28590	OG0028589: Ebro_g12581.t1 Ebro_g20847.t1 Ebro_g26343.t1 Ebro_g26677.t1 Ebro_g26760.t1 Ebro_g27617.t1 Ebro_g30370.t1 Ebro_g31580.t1 Ebro_g42634.t1 Ebro_g8334.t1 Ebro_g98.t1
HG_31019	OG0031018: Ebro_g11586.t1 Ebro_g20490.t1 Ebro_g23741.t1 Ebro_g25833.t1 Ebro_g30148.t1 Ebro_g31271.t1 Ebro_g34881.t1 Ebro_g40419.t1 Ebro_g41918.t3 Ebro_g43430.t1
HG_227196	OG0227195: Ebro_g2631.t1
HG_113813	OG0113812: Ebro_g31411.t1 Ebro_g34924.t1
HG_226980	OG0226979: Ebro_g21255.t1
HG_4668	OG0004667: Ebro_g1024.t2 Ebro_g10408.t1 Ebro_g10451.t1 Ebro_g10791.t1 Ebro_g11237.t1 Ebro_g11319.t1 Ebro_g11531.t1 Ebro_g11617.t1 Ebro_g11685.t1 Ebro_g12054.t1 Ebro_g12408.t1 Ebro_g12651.t1 Ebro_g13277.t1 Ebro_g1331.t1 Ebro_g13343.t1 Ebro_g13969.t1 Ebro_g14322.t1 Ebro_g14620.t1 Ebro_g14638.t1 Ebro_g14710.t2 Ebro_g14892.t1 Ebro_g14958.t1 Ebro_g15555.t1 Ebro_g1592.t1 Ebro_g16293.t1 Ebro_g16434.t1 Ebro_g16441.t1 Ebro_g16682.t2 Ebro_g16697.t1 Ebro_g17432.t1 Ebro_g17473.t1 Ebro_g17606.t1 Ebro_g17625.t1 Ebro_g17895.t1 Ebro_g18154.t1 Ebro_g18155.t1 Ebro_g18435.t1 Ebro_g18506.t1 Ebro_g18676.t1 Ebro_g18684.t1 Ebro_g18771.t1 Ebro_g18913.t2 Ebro_g18919.t1 Ebro_g18938.t1 Ebro_g19450.t1 Ebro_g19516.t1 Ebro_g19641.t1 Ebro_g19932.t1 Ebro_g21049.t1 Ebro_g21366.t1 Ebro_g21423.t1 Ebro_g21693.t1 Ebro_g21694.t1 Ebro_g21960.t1 Ebro_g22360.t1 Ebro_g22420.t1 Ebro_g22656.t1 Ebro_g22698.t1 Ebro_g22961.t2 Ebro_g23238.t1 Ebro_g23430.t1 Ebro_g23589.t1 Ebro_g23599.t1 Ebro_g23617.t2 Ebro_g23766.t2 Ebro_g2400.t2 Ebro_g24166.t1 Ebro_g24578.t1 Ebro_g24816.t1 Ebro_g24886.t1 Ebro_g25462.t1 Ebro_g26153.t1 Ebro_g27252.t1 Ebro_g27720.t2 Ebro_g27937.t1 Ebro_g27994.t2 Ebro_g28045.t2 Ebro_g28832.t1 Ebro_g29240.t1 Ebro_g29412.t1 Ebro_g296.t1 Ebro_g29803.t2 Ebro_g29965.t1 Ebro_g29966.t1 Ebro_g30540.t1 Ebro_g30798.t2 Ebro_g30815.t1 Ebro_g31146.t2 Ebro_g31200.t1 Ebro_g31279.t1 Ebro_g31477.t1 Ebro_g3151.t1 Ebro_g3155.t1 Ebro_g31560.t1 Ebro_g31583.t1 Ebro_g31590.t1 Ebro_g31841.t1 Ebro_g31888.t1 Ebro_g32270.t1 Ebro_g32994.t1 Ebro_g33078.t1 Ebro_g33409.t1 Ebro_g33659.t1 Ebro_g33737.t2 Ebro_g34157.t1 Ebro_g34501.t1 Ebro_g34776.t1 Ebro_g34928.t1 Ebro_g35040.t1 Ebro_g35500.t1 Ebro_g35813.t1 Ebro_g3594.t2 Ebro_g36396.t1 Ebro_g36517.t1 Ebro_g36545.t1 Ebro_g37029.t1 Ebro_g37129.t1 Ebro_g37355.t1 Ebro_g3740.t1 Ebro_g3744.t1 Ebro_g37631.t1 Ebro_g37667.t1 Ebro_g37878.t1 Ebro_g37890.t1 Ebro_g38037.t1 Ebro_g3804.t1 Ebro_g38119.t1 Ebro_g38406.t1 Ebro_g38520.t1 Ebro_g38706.t1 Ebro_g38771.t1 Ebro_g38965.t1 Ebro_g39280.t1 Ebro_g39280.t3 Ebro_g39299.t1 Ebro_g39398.t2 Ebro_g39598.t1 Ebro_g39688.t1 Ebro_g40361.t1 Ebro_g40834.t1 Ebro_g40924.t2 Ebro_g4153.t1 Ebro_g41676.t1 Ebro_g42950.t2 Ebro_g43492.t1 Ebro_g43664.t1 Ebro_g4390.t1 Ebro_g44366.t1 Ebro_g44456.t1 Ebro_g44467.t1 Ebro_g44596.t1 Ebro_g44799.t1 Ebro_g44813.t1 Ebro_g44942.t1 Ebro_g44974.t1 Ebro_g45238.t1 Ebro_g45270.t1 Ebro_g45702.t1 Ebro_g45744.t1 Ebro_g458.t1 Ebro_g46423.t1 Ebro_g46457.t1 Ebro_g46587.t2 Ebro_g4673.t2 Ebro_g46765.t1 Ebro_g47.t1 Ebro_g47.t2 Ebro_g4961.t1 Ebro_g5188.t1 Ebro_g5853.t1 Ebro_g5976.t1 Ebro_g6303.t1 Ebro_g633.t1 Ebro_g7046.t1 Ebro_g7184.t1 Ebro_g7613.t1 Ebro_g8073.t1 Ebro_g8080.t1 Ebro_g834.t1 Ebro_g8556.t1 Ebro_g8838.t1 Ebro_g897.t1 Ebro_g9139.t1 Ebro_g9861.t1
HG_113611	OG0113610: Ebro_g15839.t1 Ebro_g27757.t1
HG_226664	OG0226663: Ebro_g43128.t1
HG_226866	OG0226865: Ebro_g2402.t1
HG_226260	OG0226259: Ebro_g17083.t1
HG_226462	OG0226461: Ebro_g16989.t1
HG_226146	OG0226145: Ebro_g19409.t1
HG_226348	OG0226347: Ebro_g4778.t1
HG_224772	OG0224771: Ebro_g8767.t1
HG_55737	OG0055736: Ebro_g27457.t1 Ebro_g27459.t1 Ebro_g27461.t1 Ebro_g27463.t1 Ebro_g27465.t1
HG_224974	OG0224973: Ebro_g3761.t1
HG_224570	OG0224569: Ebro_g29598.t1
HG_224658	OG0224657: Ebro_g31511.t1
HG_227102	OG0227101: Ebro_g40968.t1
HG_224456	OG0224455: Ebro_g34083.t1
HG_224254	OG0224253: Ebro_g30135.t1
HG_225930	OG0225929: Ebro_g7119.t1
HG_224052	OG0224051: Ebro_g11622.t1
HG_225816	OG0225815: Ebro_g15928.t1
HG_225412	OG0225411: Ebro_g629.t1
HG_55801	OG0055800: Ebro_g26843.t1 Ebro_g26844.t1 Ebro_g26845.t1 Ebro_g33327.t2 Ebro_g33328.t1
HG_225614	OG0225613: Ebro_g26803.t1
HG_225210	OG0225209: Ebro_g31550.t1
HG_15033	OG0015032: Ebro_g1163.t1 Ebro_g17649.t1 Ebro_g19754.t1 Ebro_g20853.t1 Ebro_g21263.t1 Ebro_g2246.t1 Ebro_g22826.t1 Ebro_g26325.t1 Ebro_g26685.t1 Ebro_g26703.t1 Ebro_g27755.t1 Ebro_g28479.t1 Ebro_g29533.t1 Ebro_g31698.t1 Ebro_g31924.t1 Ebro_g32085.t1 Ebro_g33454.t1 Ebro_g34493.t1 Ebro_g36890.t1 Ebro_g39210.t1 Ebro_g41909.t2 Ebro_g43640.t1 Ebro_g44747.t1 Ebro_g45135.t1 Ebro_g45748.t1 Ebro_g46276.t1 Ebro_g8351.t1
HG_12257	OG0012256: Ebro_g12678.t1 Ebro_g14342.t1 Ebro_g14344.t1 Ebro_g14474.t1 Ebro_g14475.t1 Ebro_g16213.t1 Ebro_g16214.t1 Ebro_g16345.t1 Ebro_g16346.t1 Ebro_g16349.t1 Ebro_g23264.t1 Ebro_g23265.t1 Ebro_g23266.t1 Ebro_g23267.t1 Ebro_g23268.t1 Ebro_g23269.t1 Ebro_g26066.t1 Ebro_g26071.t1 Ebro_g26072.t1 Ebro_g26073.t1 Ebro_g26075.t1 Ebro_g26077.t1 Ebro_g30345.t1 Ebro_g38686.t1 Ebro_g42972.t1 Ebro_g42973.t1 Ebro_g42974.t1 Ebro_g42975.t1 Ebro_g42977.t1 Ebro_g42978.t1 Ebro_g42979.t1 Ebro_g42980.t1 Ebro_g42983.t1 Ebro_g42987.t1 Ebro_g42988.t1 Ebro_g42992.t1 Ebro_g42998.t1 Ebro_g6490.t1 Ebro_g8412.t1 Ebro_g8436.t1
HG_10561	OG0010560: Ebro_g10433.t1 Ebro_g10434.t1 Ebro_g10485.t1 Ebro_g10486.t1 Ebro_g10794.t1 Ebro_g12062.t1 Ebro_g12867.t1 Ebro_g16673.t2 Ebro_g17146.t1 Ebro_g1770.t1 Ebro_g1809.t1 Ebro_g18227.t1 Ebro_g18726.t3 Ebro_g19786.t1 Ebro_g20056.t1 Ebro_g20387.t1 Ebro_g20854.t1 Ebro_g21947.t2 Ebro_g22463.t1 Ebro_g22463.t2 Ebro_g23631.t1 Ebro_g24507.t1 Ebro_g24694.t3 Ebro_g26074.t2 Ebro_g27262.t2 Ebro_g28217.t2 Ebro_g28243.t3 Ebro_g29013.t1 Ebro_g31013.t2 Ebro_g31385.t1 Ebro_g32646.t1 Ebro_g32647.t1 Ebro_g32791.t1 Ebro_g33049.t2 Ebro_g34650.t2 Ebro_g35229.t1 Ebro_g3572.t3 Ebro_g36082.t2 Ebro_g36450.t2 Ebro_g38982.t1 Ebro_g40032.t1 Ebro_g40591.t1 Ebro_g43700.t2 Ebro_g44221.t4 Ebro_g45414.t1 Ebro_g4967.t1 Ebro_g678.t1 Ebro_g7030.t2 Ebro_g7935.t1 Ebro_g8348.t1 Ebro_g8349.t1 Ebro_g8350.t1 Ebro_g8350.t2
HG_113824	OG0113823: Ebro_g35943.t1 Ebro_g35945.t1
HG_113622	OG0113621: Ebro_g46298.t1 Ebro_g6297.t1
HG_226991	OG0226990: Ebro_g26056.t1
HG_113508	OG0113507: Ebro_g8382.t1 Ebro_g8410.t2
HG_226675	OG0226674: Ebro_g28036.t1
HG_226877	OG0226876: Ebro_g33736.t1
HG_226271	OG0226270: Ebro_g39296.t1
HG_226473	OG0226472: Ebro_g11419.t2
HG_83288	OG0083287: Ebro_g11264.t1 Ebro_g26223.t2 Ebro_g43046.t1
HG_226157	OG0226156: Ebro_g17268.t1
HG_226359	OG0226358: Ebro_g5523.t1
HG_224783	OG0224782: Ebro_g16334.t1
HG_224985	OG0224984: Ebro_g18772.t1
HG_224581	OG0224580: Ebro_g20227.t1
HG_224467	OG0224466: Ebro_g10058.t1
HG_224669	OG0224668: Ebro_g38666.t1
HG_227113	OG0227112: Ebro_g33487.t1
HG_224063	OG0224062: Ebro_g41045.t1
HG_224265	OG0224264: Ebro_g8258.t1
HG_225941	OG0225940: Ebro_g33962.t1
HG_83047	OG0083046: Ebro_g2243.t1 Ebro_g30641.t1 Ebro_g7334.t1
HG_225827	OG0225826: Ebro_g20342.t1
HG_225221	OG0225220: Ebro_g39418.t1
HG_225423	OG0225422: Ebro_g14949.t1
HG_225625	OG0225624: Ebro_g13216.t1
HG_83183	OG0083182: Ebro_g37605.t1 Ebro_g37605.t2 Ebro_g37605.t3
HG_225107	OG0225106: Ebro_g13853.t1
HG_225309	OG0225308: Ebro_g6884.t1
HG_83111	OG0083110: Ebro_g18327.t2 Ebro_g2911.t1 Ebro_g2911.t3
HG_34018	OG0034017: Ebro_g12140.t1 Ebro_g13425.t1 Ebro_g13428.t1 Ebro_g2506.t1 Ebro_g2508.t1 Ebro_g2514.t1 Ebro_g25141.t1 Ebro_g33851.t1 Ebro_g41254.t1
HG_28572	OG0028571: Ebro_g14286.t1 Ebro_g15174.t1 Ebro_g16448.t1 Ebro_g18201.t1 Ebro_g22629.t1 Ebro_g31977.t1 Ebro_g33730.t1 Ebro_g4522.t1 Ebro_g46424.t1 Ebro_g46798.t1 Ebro_g7216.t1
HG_113633	OG0113632: Ebro_g12859.t1 Ebro_g12860.t1
HG_113835	OG0113834: Ebro_g23222.t1 Ebro_g23233.t1
HG_113519	OG0113518: Ebro_g20196.t1 Ebro_g38340.t2
HG_226686	OG0226685: Ebro_g19996.t1
HG_226888	OG0226887: Ebro_g621.t1
